implementation,n_features,n_samples,seed,accuracy,train_time,test_time
FastRandomForest,10,100,0,0.8666666666666667,0.4995298385620117,0.002868175506591797
FastRandomForest,10,100,1,0.9,0.5186169147491455,0.002843141555786133
FastRandomForest,10,100,2,0.6666666666666666,0.3947865962982178,0.002590179443359375
FastRandomForest,10,100,3,0.8333333333333334,0.43718552589416504,0.0026497840881347656
FastRandomForest,10,100,4,0.8,0.45418858528137207,0.002694845199584961
BinnedFastRandomForest,10,100,0,0.9,0.503197431564331,0.0034949779510498047
BinnedFastRandomForest,10,100,1,0.9,0.5433542728424072,0.0035729408264160156
BinnedFastRandomForest,10,100,2,0.6333333333333333,0.391387939453125,0.003245830535888672
BinnedFastRandomForest,10,100,3,0.8,0.4574282169342041,0.00342559814453125
BinnedFastRandomForest,10,100,4,0.8666666666666667,0.47121500968933105,0.003371000289916992
RandomForestClassifier,10,100,0,0.8666666666666667,0.10426688194274902,0.004278898239135742
RandomForestClassifier,10,100,1,0.9,0.10578012466430664,0.004155397415161133
RandomForestClassifier,10,100,2,0.7,0.10283708572387695,0.004148006439208984
RandomForestClassifier,10,100,3,0.7666666666666667,0.10352349281311035,0.004168033599853516
RandomForestClassifier,10,100,4,0.8,0.10322308540344238,0.004194974899291992
FastRandomForest,20,100,0,0.7666666666666667,0.7792620658874512,0.0026242733001708984
FastRandomForest,20,100,1,0.8666666666666667,0.8493013381958008,0.0027132034301757812
FastRandomForest,20,100,2,0.7666666666666667,0.7816312313079834,0.002678394317626953
FastRandomForest,20,100,3,0.8333333333333334,0.8038649559020996,0.002622842788696289
FastRandomForest,20,100,4,0.8,0.8290877342224121,0.002660989761352539
BinnedFastRandomForest,20,100,0,0.7333333333333333,0.7927701473236084,0.0033168792724609375
BinnedFastRandomForest,20,100,1,0.8666666666666667,0.8484318256378174,0.0034399032592773438
BinnedFastRandomForest,20,100,2,0.8333333333333334,0.7870168685913086,0.003341197967529297
BinnedFastRandomForest,20,100,3,0.7666666666666667,0.8256165981292725,0.003376483917236328
BinnedFastRandomForest,20,100,4,0.8,0.8162729740142822,0.003325223922729492
RandomForestClassifier,20,100,0,0.8,0.11463189125061035,0.004301786422729492
RandomForestClassifier,20,100,1,0.8666666666666667,0.1155083179473877,0.004151105880737305
RandomForestClassifier,20,100,2,0.8,0.11370015144348145,0.004188060760498047
RandomForestClassifier,20,100,3,0.8333333333333334,0.11514544486999512,0.004186153411865234
RandomForestClassifier,20,100,4,0.7333333333333333,0.11389756202697754,0.0041501522064208984
