implementation,n_features,n_samples,seed,accuracy,train_time,test_time
RandomForestClassifier,20,6300,0,0.9111111111111111,0.8251760005950928,0.04229474067687988
RandomForestClassifier,20,9200,0,0.8778985507246376,1.1651084423065186,0.042333126068115234
RandomForestClassifier,20,7100,0,0.9295774647887324,0.9494662284851074,0.03412961959838867
RandomForestClassifier,20,6800,0,0.9196078431372549,0.877244234085083,0.04253816604614258
RandomForestClassifier,20,5400,0,0.9290123456790124,0.7117106914520264,0.04242753982543945
RandomForestClassifier,20,4600,0,0.9072463768115943,0.6149280071258545,0.04140448570251465
RandomForestClassifier,20,5800,0,0.9264367816091954,0.7757575511932373,0.04290938377380371
RandomForestClassifier,20,8700,0,0.9310344827586207,1.1832430362701416,0.04333138465881348
RandomForestClassifier,20,4800,0,0.9284722222222223,0.6259446144104004,0.031193256378173828
RandomForestClassifier,20,5400,0,0.9253086419753086,0.70473313331604,0.03136801719665527
RandomForestClassifier,20,7400,0,0.9211711711711712,0.9450254440307617,0.03187155723571777
RandomForestClassifier,20,2100,0,0.8920634920634921,0.34950923919677734,0.04182076454162598
RandomForestClassifier,20,6300,0,0.9555555555555556,0.8033146858215332,0.041520118713378906
RandomForestClassifier,20,6300,0,0.8994708994708994,0.8301303386688232,0.04178142547607422
RandomForestClassifier,20,7900,0,0.9168776371308017,0.9889609813690186,0.042595624923706055
RandomForestClassifier,20,6900,0,0.8917874396135266,0.9255061149597168,0.04143834114074707
RandomForestClassifier,20,6000,0,0.935,0.7829296588897705,0.03170490264892578
RandomForestClassifier,20,7500,0,0.9168888888888889,0.9511029720306396,0.043222904205322266
RandomForestClassifier,20,7200,0,0.9263888888888889,0.9043371677398682,0.0421907901763916
RandomForestClassifier,20,5300,0,0.9157232704402516,0.6870920658111572,0.04197096824645996
RandomForestClassifier,20,6000,0,0.9177777777777778,0.7789418697357178,0.042447566986083984
RandomForestClassifier,20,6200,0,0.9026881720430108,0.7911949157714844,0.04211020469665527
RandomForestClassifier,20,4700,0,0.9184397163120568,0.6243159770965576,0.031449079513549805
RandomForestClassifier,20,2700,0,0.9271604938271605,0.4112586975097656,0.04188966751098633
RandomForestClassifier,20,4700,0,0.9290780141843972,0.6208789348602295,0.03148651123046875
RandomForestClassifier,20,2300,0,0.9144927536231884,0.37096500396728516,0.04154324531555176
RandomForestClassifier,20,2600,0,0.9217948717948717,0.3921678066253662,0.04150748252868652
RandomForestClassifier,20,8900,0,0.9082397003745318,1.132737159729004,0.043131351470947266
RandomForestClassifier,20,5600,0,0.9273809523809524,0.7645165920257568,0.04253053665161133
RandomForestClassifier,20,8400,0,0.9126984126984127,1.079167127609253,0.04296112060546875
RandomForestClassifier,20,5300,0,0.9088050314465409,0.6852681636810303,0.04131293296813965
RandomForestClassifier,20,4800,0,0.8895833333333333,0.6189925670623779,0.041858673095703125
RandomForestClassifier,20,3800,0,0.8921052631578947,0.5145809650421143,0.030667543411254883
RandomForestClassifier,20,7700,0,0.9341991341991343,0.9784576892852783,0.042566537857055664
RandomForestClassifier,20,4100,0,0.8699186991869918,0.5528762340545654,0.04229879379272461
RandomForestClassifier,20,9700,0,0.8762886597938144,1.2091031074523926,0.04192757606506348
RandomForestClassifier,20,7900,0,0.9282700421940928,1.0036284923553467,0.0421757698059082
RandomForestClassifier,20,3000,0,0.8944444444444445,0.45668506622314453,0.04163193702697754
RandomForestClassifier,20,8800,0,0.9333333333333333,1.1135103702545166,0.042452096939086914
RandomForestClassifier,20,9600,0,0.9260416666666667,1.2748849391937256,0.043898582458496094
RandomForestClassifier,20,2800,0,0.8857142857142857,0.39763927459716797,0.04159092903137207
RandomForestClassifier,20,3400,0,0.907843137254902,0.4861488342285156,0.031278133392333984
RandomForestClassifier,20,7200,0,0.9185185185185185,0.9128966331481934,0.0326533317565918
RandomForestClassifier,20,9400,0,0.8773049645390071,1.1621105670928955,0.04229307174682617
RandomForestClassifier,20,2900,0,0.906896551724138,0.41945886611938477,0.041718244552612305
RandomForestClassifier,20,5100,0,0.9320261437908497,0.6693484783172607,0.030835390090942383
RandomForestClassifier,20,5700,0,0.8707602339181286,0.7285842895507812,0.043004512786865234
RandomForestClassifier,20,7200,0,0.9273148148148148,0.9173059463500977,0.042593955993652344
RandomForestClassifier,20,8200,0,0.9138211382113821,1.0325608253479004,0.0418851375579834
RandomForestClassifier,20,3800,0,0.9017543859649123,0.5195434093475342,0.04093670845031738
RandomForestClassifier,20,5200,0,0.9224358974358975,0.6861217021942139,0.04203605651855469
RandomForestClassifier,20,8800,0,0.8321969696969697,1.1342840194702148,0.04291582107543945
RandomForestClassifier,20,5700,0,0.9116959064327486,0.7559976577758789,0.042157888412475586
RandomForestClassifier,20,5700,0,0.9467836257309942,0.7413592338562012,0.04203987121582031
RandomForestClassifier,20,7000,0,0.919047619047619,0.9057996273040771,0.041884660720825195
RandomForestClassifier,20,5200,0,0.9320512820512821,0.6822810173034668,0.03719043731689453
RandomForestClassifier,20,3200,0,0.9458333333333333,0.4452402591705322,0.04136514663696289
RandomForestClassifier,20,8100,0,0.9423868312757202,1.0092291831970215,0.042986154556274414
RandomForestClassifier,20,8300,0,0.9204819277108434,1.0666050910949707,0.04243659973144531
RandomForestClassifier,20,9900,0,0.8909090909090909,1.2666020393371582,0.04228997230529785
RandomForestClassifier,20,4500,0,0.882962962962963,0.587916374206543,0.03171253204345703
RandomForestClassifier,20,3200,0,0.93125,0.441162109375,0.03271341323852539
RandomForestClassifier,20,9700,0,0.929553264604811,1.2253174781799316,0.04205822944641113
RandomForestClassifier,20,8200,0,0.8869918699186992,1.0520434379577637,0.04216575622558594
RandomForestClassifier,20,6200,0,0.8548387096774194,0.7944722175598145,0.043320655822753906
RandomForestClassifier,20,2600,0,0.9230769230769231,0.3879525661468506,0.04169821739196777
RandomForestClassifier,20,9000,0,0.9148148148148149,1.1441433429718018,0.043259382247924805
RandomForestClassifier,20,9300,0,0.943010752688172,1.1740798950195312,0.042016029357910156
RandomForestClassifier,20,7400,0,0.95,0.93888258934021,0.041510581970214844
RandomForestClassifier,20,7600,0,0.9403508771929825,0.9649169445037842,0.042661428451538086
RandomForestClassifier,20,2200,0,0.9196969696969697,0.33780407905578613,0.041693925857543945
RandomForestClassifier,20,9400,0,0.8858156028368794,1.2009234428405762,0.043260812759399414
RandomForestClassifier,20,9400,0,0.9276595744680851,1.1942205429077148,0.04272150993347168
RandomForestClassifier,20,5300,0,0.9226415094339623,0.6912567615509033,0.0412898063659668
RandomForestClassifier,20,6900,0,0.9135265700483092,0.8892631530761719,0.03149914741516113
RandomForestClassifier,20,4500,0,0.9214814814814815,0.5975930690765381,0.041143178939819336
RandomForestClassifier,20,8700,0,0.8862068965517241,1.0925745964050293,0.042725324630737305
RandomForestClassifier,20,7500,0,0.9013333333333333,0.9575967788696289,0.04266667366027832
RandomForestClassifier,20,6100,0,0.912568306010929,0.7721080780029297,0.03300142288208008
RandomForestClassifier,20,8000,0,0.9391666666666667,1.016930103302002,0.04412055015563965
RandomForestClassifier,20,10000,0,0.9193333333333333,1.273362636566162,0.042946577072143555
RandomForestClassifier,20,7800,0,0.9128205128205128,0.998852014541626,0.04368996620178223
RandomForestClassifier,20,3600,0,0.9231481481481482,0.5156540870666504,0.03263449668884277
RandomForestClassifier,20,7000,0,0.9295238095238095,0.8840954303741455,0.04211544990539551
RandomForestClassifier,20,6400,0,0.9151041666666667,0.8279018402099609,0.032381296157836914
RandomForestClassifier,20,9800,0,0.8795918367346939,1.278658390045166,0.041938066482543945
RandomForestClassifier,20,9000,0,0.9196296296296296,1.1403906345367432,0.04321908950805664
RandomForestClassifier,20,6500,0,0.8851282051282051,0.8444736003875732,0.04308152198791504
RandomForestClassifier,20,6300,0,0.9021164021164021,0.780728816986084,0.03241109848022461
RandomForestClassifier,20,3900,0,0.9213675213675213,0.5395758152008057,0.0316472053527832
RandomForestClassifier,20,5800,0,0.9586206896551724,0.7397809028625488,0.03183889389038086
RandomForestClassifier,20,4400,0,0.8946969696969697,0.5837793350219727,0.0341334342956543
RandomForestClassifier,20,3500,0,0.9238095238095239,0.47222018241882324,0.03435373306274414
RandomForestClassifier,20,6700,0,0.9213930348258706,0.8556623458862305,0.04185128211975098
RandomForestClassifier,20,8800,0,0.9181818181818182,1.0983376502990723,0.04303860664367676
RandomForestClassifier,20,7900,0,0.9274261603375528,1.027991771697998,0.04262804985046387
RandomForestClassifier,20,8800,0,0.9424242424242424,1.1050224304199219,0.04311037063598633
RandomForestClassifier,20,6800,0,0.8980392156862745,0.894615650177002,0.03385305404663086
RandomForestClassifier,20,8600,0,0.8736434108527131,1.0821352005004883,0.04222393035888672
RandomForestClassifier,20,2500,0,0.9226666666666666,0.3729984760284424,0.0415499210357666
RandomForestClassifier,20,7100,0,0.8948356807511737,0.8853378295898438,0.04146099090576172
RandomForestClassifier,20,5600,0,0.9333333333333333,0.7136063575744629,0.042716026306152344
RandomForestClassifier,20,3100,0,0.896774193548387,0.4350440502166748,0.0412139892578125
RandomForestClassifier,20,3100,0,0.9258064516129032,0.4324619770050049,0.04210829734802246
RandomForestClassifier,20,2700,0,0.928395061728395,0.3956303596496582,0.041117191314697266
RandomForestClassifier,20,4800,0,0.9020833333333333,0.6204967498779297,0.030465126037597656
RandomForestClassifier,20,7800,0,0.935042735042735,0.9911010265350342,0.04185986518859863
RandomForestClassifier,20,9000,0,0.92,1.1643202304840088,0.042005062103271484
RandomForestClassifier,20,4000,0,0.93,0.5334305763244629,0.03129243850708008
RandomForestClassifier,20,5700,0,0.9005847953216374,0.7491655349731445,0.04231905937194824
RandomForestClassifier,20,8500,0,0.9298039215686275,1.086672306060791,0.04468488693237305
RandomForestClassifier,20,6500,0,0.9287179487179488,0.8311483860015869,0.042400360107421875
RandomForestClassifier,20,3600,0,0.8861111111111111,0.4956846237182617,0.03133749961853027
RandomForestClassifier,20,4700,0,0.9361702127659575,0.6044173240661621,0.04230618476867676
RandomForestClassifier,20,7400,0,0.8918918918918919,0.9485530853271484,0.04281187057495117
RandomForestClassifier,20,9600,0,0.8902777777777777,1.2359118461608887,0.0430912971496582
RandomForestClassifier,20,9400,0,0.9039007092198581,1.1875500679016113,0.04364156723022461
RandomForestClassifier,20,5000,0,0.9026666666666666,0.6509637832641602,0.04205679893493652
RandomForestClassifier,20,8000,0,0.91125,1.0196254253387451,0.04261159896850586
RandomForestClassifier,20,9900,0,0.9259259259259259,1.2395355701446533,0.04307246208190918
RandomForestClassifier,20,4400,0,0.896969696969697,0.5956525802612305,0.03342318534851074
RandomForestClassifier,20,6100,0,0.9366120218579235,0.7894775867462158,0.031907081604003906
RandomForestClassifier,20,5000,0,0.9033333333333333,0.6640381813049316,0.031542301177978516
RandomForestClassifier,20,7600,0,0.9105263157894737,0.9673173427581787,0.04192972183227539
RandomForestClassifier,20,7400,0,0.931981981981982,0.9420938491821289,0.04278421401977539
RandomForestClassifier,20,7100,0,0.928169014084507,0.8941779136657715,0.04290318489074707
RandomForestClassifier,20,4400,0,0.9128787878787878,0.5748226642608643,0.03141212463378906
RandomForestClassifier,20,2900,0,0.9149425287356322,0.42350029945373535,0.03229069709777832
RandomForestClassifier,20,5000,0,0.9253333333333333,0.6682069301605225,0.04326629638671875
RandomForestClassifier,20,6700,0,0.9283582089552239,0.8466804027557373,0.04268240928649902
RandomForestClassifier,20,6300,0,0.9142857142857143,0.8182904720306396,0.043691158294677734
RandomForestClassifier,20,9700,0,0.8989690721649485,1.2414803504943848,0.0425410270690918
RandomForestClassifier,20,8600,0,0.924031007751938,1.0891425609588623,0.0427703857421875
RandomForestClassifier,20,8900,0,0.9164794007490636,1.147613763809204,0.04208946228027344
RandomForestClassifier,20,4700,0,0.9156028368794327,0.6020817756652832,0.04127335548400879
RandomForestClassifier,20,2400,0,0.9041666666666667,0.3683044910430908,0.041654109954833984
RandomForestClassifier,20,4100,0,0.9292682926829269,0.5533442497253418,0.03405308723449707
RandomForestClassifier,20,5100,0,0.9143790849673202,0.6630926132202148,0.04232311248779297
RandomForestClassifier,20,5200,0,0.9064102564102564,0.6663460731506348,0.041903018951416016
RandomForestClassifier,20,3500,0,0.8923809523809524,0.4640641212463379,0.041999101638793945
RandomForestClassifier,20,6200,0,0.9161290322580645,0.7902963161468506,0.04203605651855469
RandomForestClassifier,20,2100,0,0.9079365079365079,0.34719395637512207,0.04185676574707031
RandomForestClassifier,20,7300,0,0.910958904109589,0.9235515594482422,0.042237281799316406
RandomForestClassifier,20,8600,0,0.9124031007751938,1.0754082202911377,0.04244661331176758
RandomForestClassifier,20,7500,0,0.9182222222222223,0.960355281829834,0.03362560272216797
RandomForestClassifier,20,7600,0,0.9135964912280702,0.9664990901947021,0.04254555702209473
RandomForestClassifier,20,9500,0,0.9224561403508772,1.2027497291564941,0.042037248611450195
RandomForestClassifier,20,8400,0,0.9178571428571428,1.0554301738739014,0.042604923248291016
RandomForestClassifier,20,6600,0,0.8954545454545455,0.8692657947540283,0.04263591766357422
RandomForestClassifier,20,3600,0,0.9148148148148149,0.47785377502441406,0.03152728080749512
RandomForestClassifier,20,7300,0,0.9182648401826484,0.947319507598877,0.04250144958496094
RandomForestClassifier,20,8100,0,0.8975308641975308,1.0241801738739014,0.042531728744506836
RandomForestClassifier,20,9900,0,0.9158249158249159,1.269564151763916,0.0483856201171875
RandomForestClassifier,20,3700,0,0.8774774774774775,0.48541998863220215,0.0309445858001709
RandomForestClassifier,20,4700,0,0.8943262411347518,0.5962369441986084,0.03179001808166504
RandomForestClassifier,20,3400,0,0.9549019607843138,0.48095083236694336,0.03101658821105957
RandomForestClassifier,20,2200,0,0.9212121212121213,0.3615736961364746,0.03111553192138672
RandomForestClassifier,20,4900,0,0.9387755102040817,0.6428875923156738,0.04168200492858887
RandomForestClassifier,20,9500,0,0.9263157894736842,1.1913716793060303,0.054473876953125
RandomForestClassifier,20,6400,0,0.9260416666666667,0.8249614238739014,0.042911529541015625
RandomForestClassifier,20,9800,0,0.9187074829931973,1.257413387298584,0.042737722396850586
RandomForestClassifier,20,10000,0,0.9326666666666666,1.2638587951660156,0.04230213165283203
RandomForestClassifier,20,2100,0,0.9158730158730158,0.3622782230377197,0.040897369384765625
RandomForestClassifier,20,5900,0,0.9401129943502825,0.7956333160400391,0.042671918869018555
RandomForestClassifier,20,8300,0,0.9196787148594378,1.0584242343902588,0.043909549713134766
RandomForestClassifier,20,3400,0,0.9294117647058824,0.47553086280822754,0.042350053787231445
RandomForestClassifier,20,2200,0,0.906060606060606,0.3501095771789551,0.04208540916442871
RandomForestClassifier,20,5800,0,0.9287356321839081,0.7706203460693359,0.04196524620056152
RandomForestClassifier,20,4000,0,0.9,0.5473530292510986,0.041161537170410156
RandomForestClassifier,20,3100,0,0.9268817204301075,0.4443330764770508,0.04203057289123535
RandomForestClassifier,20,6800,0,0.8980392156862745,0.8676142692565918,0.04090476036071777
RandomForestClassifier,20,4300,0,0.896124031007752,0.573361873626709,0.04175996780395508
RandomForestClassifier,20,2800,0,0.9261904761904762,0.3996083736419678,0.03178000450134277
RandomForestClassifier,20,8900,0,0.9205992509363295,1.1263716220855713,0.04176974296569824
RandomForestClassifier,20,3200,0,0.925,0.46099400520324707,0.04170346260070801
RandomForestClassifier,20,6700,0,0.9139303482587064,0.8554728031158447,0.04273653030395508
RandomForestClassifier,20,3400,0,0.8803921568627451,0.47745537757873535,0.04192328453063965
RandomForestClassifier,20,2100,0,0.9015873015873016,0.3572964668273926,0.03127861022949219
RandomForestClassifier,20,5400,0,0.9320987654320988,0.7071516513824463,0.04187130928039551
RandomForestClassifier,20,3900,0,0.9162393162393162,0.5144057273864746,0.04177427291870117
RandomForestClassifier,20,9400,0,0.8918439716312057,1.1963202953338623,0.04301142692565918
RandomForestClassifier,20,7300,0,0.910958904109589,0.9402756690979004,0.04174494743347168
RandomForestClassifier,20,5000,0,0.9013333333333333,0.6398062705993652,0.03144049644470215
RandomForestClassifier,20,6400,0,0.9083333333333333,0.8215105533599854,0.042595863342285156
RandomForestClassifier,20,9800,0,0.9479591836734694,1.253537893295288,0.04351186752319336
RandomForestClassifier,20,6800,0,0.9156862745098039,0.8771073818206787,0.04298281669616699
RandomForestClassifier,20,6600,0,0.9156565656565656,0.8764269351959229,0.04170393943786621
RandomForestClassifier,20,2900,0,0.8931034482758621,0.43155741691589355,0.04174184799194336
RandomForestClassifier,20,9200,0,0.9561594202898551,1.188321828842163,0.04306507110595703
RandomForestClassifier,20,4900,0,0.9272108843537415,0.6276533603668213,0.03152275085449219
RandomForestClassifier,20,5900,0,0.9129943502824859,0.769132137298584,0.04274702072143555
RandomForestClassifier,20,6900,0,0.9096618357487922,0.9104421138763428,0.04297041893005371
RandomForestClassifier,20,9100,0,0.8989010989010989,1.1568846702575684,0.04327797889709473
RandomForestClassifier,20,9600,0,0.9378472222222223,1.2397222518920898,0.041764020919799805
RandomForestClassifier,20,4300,0,0.9186046511627907,0.5720076560974121,0.04155564308166504
RandomForestClassifier,20,7400,0,0.8963963963963963,0.9652876853942871,0.04157137870788574
RandomForestClassifier,20,3300,0,0.8636363636363636,0.46778249740600586,0.04161524772644043
RandomForestClassifier,20,5900,0,0.911864406779661,0.751002311706543,0.032382965087890625
RandomForestClassifier,20,5600,0,0.9119047619047619,0.722174882888794,0.04104018211364746
RandomForestClassifier,20,3200,0,0.86875,0.4545416831970215,0.0412447452545166
RandomForestClassifier,20,4500,0,0.9259259259259259,0.5925662517547607,0.04323601722717285
RandomForestClassifier,20,3000,0,0.9,0.43143510818481445,0.04145193099975586
RandomForestClassifier,20,2300,0,0.8855072463768116,0.35965704917907715,0.04154467582702637
RandomForestClassifier,20,6200,0,0.9161290322580645,0.8015305995941162,0.0415501594543457
RandomForestClassifier,20,2100,0,0.8968253968253969,0.33873796463012695,0.041187286376953125
RandomForestClassifier,20,6400,0,0.9416666666666667,0.8133745193481445,0.04161214828491211
RandomForestClassifier,20,8200,0,0.9264227642276422,1.0417015552520752,0.04262137413024902
RandomForestClassifier,20,8100,0,0.9032921810699589,1.041971206665039,0.043562889099121094
RandomForestClassifier,20,4000,0,0.9208333333333333,0.5331747531890869,0.04186105728149414
RandomForestClassifier,20,3700,0,0.8990990990990991,0.5128962993621826,0.031052350997924805
RandomForestClassifier,20,3100,0,0.9204301075268817,0.43780064582824707,0.04131793975830078
RandomForestClassifier,20,4000,0,0.9408333333333333,0.5235190391540527,0.03198719024658203
RandomForestClassifier,20,2200,0,0.9015151515151515,0.3262519836425781,0.04118490219116211
RandomForestClassifier,20,9000,0,0.8962962962962963,1.1295464038848877,0.042612314224243164
RandomForestClassifier,20,2300,0,0.8985507246376812,0.3689436912536621,0.04142642021179199
RandomForestClassifier,20,4600,0,0.9268115942028986,0.5989110469818115,0.032607316970825195
RandomForestClassifier,20,2500,0,0.9426666666666667,0.3788795471191406,0.04192376136779785
RandomForestClassifier,20,4100,0,0.8642276422764228,0.5426528453826904,0.031966447830200195
RandomForestClassifier,20,7500,0,0.916,0.952430248260498,0.04296708106994629
RandomForestClassifier,20,6000,0,0.9355555555555556,0.7627723217010498,0.03348135948181152
RandomForestClassifier,20,9900,0,0.9242424242424242,1.2905628681182861,0.04346275329589844
RandomForestClassifier,20,5400,0,0.912962962962963,0.7130653858184814,0.04158973693847656
RandomForestClassifier,20,6700,0,0.9233830845771144,0.8673603534698486,0.04274177551269531
RandomForestClassifier,20,7600,0,0.906578947368421,0.9799113273620605,0.04251217842102051
RandomForestClassifier,20,2800,0,0.9011904761904762,0.40284180641174316,0.04163312911987305
RandomForestClassifier,20,2300,0,0.8913043478260869,0.3669252395629883,0.041322946548461914
RandomForestClassifier,20,6600,0,0.9186868686868687,0.8521091938018799,0.04224967956542969
RandomForestClassifier,20,8200,0,0.9313008130081301,1.030543565750122,0.042800188064575195
RandomForestClassifier,20,2700,0,0.9,0.403256893157959,0.04177689552307129
RandomForestClassifier,20,9200,0,0.913768115942029,1.167841911315918,0.0432126522064209
RandomForestClassifier,20,5100,0,0.9137254901960784,0.6543688774108887,0.03198957443237305
RandomForestClassifier,20,5500,0,0.8739393939393939,0.730309247970581,0.031662940979003906
RandomForestClassifier,20,7000,0,0.9276190476190476,0.8872072696685791,0.04207754135131836
RandomForestClassifier,20,3000,0,0.8933333333333333,0.4384322166442871,0.043013572692871094
RandomForestClassifier,20,8300,0,0.8987951807228916,1.0322983264923096,0.041501760482788086
RandomForestClassifier,20,5800,0,0.8954022988505748,0.7680952548980713,0.04248380661010742
RandomForestClassifier,20,10000,0,0.903,1.2554750442504883,0.04194164276123047
RandomForestClassifier,20,9100,0,0.8608058608058609,1.1430952548980713,0.05421948432922363
RandomForestClassifier,20,4600,0,0.9202898550724637,0.5882947444915771,0.04199814796447754
RandomForestClassifier,20,9300,0,0.9283154121863799,1.183081865310669,0.0436859130859375
RandomForestClassifier,20,4200,0,0.9126984126984127,0.5545704364776611,0.04124331474304199
RandomForestClassifier,20,5300,0,0.9289308176100629,0.6943895816802979,0.04325103759765625
RandomForestClassifier,20,7300,0,0.9105022831050228,0.9270157814025879,0.042978763580322266
RandomForestClassifier,20,4600,0,0.9173913043478261,0.59645676612854,0.03179311752319336
RandomForestClassifier,20,9100,0,0.9256410256410257,1.153585433959961,0.04199385643005371
RandomForestClassifier,20,3400,0,0.9,0.48068714141845703,0.04180765151977539
RandomForestClassifier,20,7200,0,0.924074074074074,0.9207658767700195,0.04196667671203613
RandomForestClassifier,20,9700,0,0.9264604810996564,1.2389945983886719,0.041840553283691406
RandomForestClassifier,20,2200,0,0.906060606060606,0.3389732837677002,0.04102802276611328
RandomForestClassifier,20,8000,0,0.8725,1.0412416458129883,0.03332662582397461
RandomForestClassifier,20,9200,0,0.9398550724637681,1.15444016456604,0.04353165626525879
RandomForestClassifier,20,2500,0,0.9066666666666666,0.3687143325805664,0.040947675704956055
RandomForestClassifier,20,8400,0,0.9313492063492064,1.0687825679779053,0.04285001754760742
RandomForestClassifier,20,4500,0,0.9,0.591651201248169,0.031182050704956055
RandomForestClassifier,20,3000,0,0.8933333333333333,0.4348576068878174,0.040985107421875
RandomForestClassifier,20,3500,0,0.8857142857142857,0.494830846786499,0.04199934005737305
RandomForestClassifier,20,3700,0,0.9261261261261261,0.4925682544708252,0.031081199645996094
RandomForestClassifier,20,6000,0,0.9233333333333333,0.7598130702972412,0.03261542320251465
RandomForestClassifier,20,3000,0,0.9044444444444445,0.43227148056030273,0.04140830039978027
RandomForestClassifier,20,9100,0,0.8908424908424909,1.1568248271942139,0.04309868812561035
RandomForestClassifier,20,9700,0,0.9192439862542955,1.2479538917541504,0.042482852935791016
RandomForestClassifier,20,4900,0,0.908843537414966,0.6422686576843262,0.03171896934509277
RandomForestClassifier,20,3500,0,0.9466666666666667,0.45770955085754395,0.030740022659301758
RandomForestClassifier,20,6600,0,0.9328282828282828,0.8418409824371338,0.042654991149902344
RandomForestClassifier,20,6000,0,0.9111111111111111,0.7697873115539551,0.031048059463500977
RandomForestClassifier,20,6100,0,0.9333333333333333,0.782597541809082,0.041989803314208984
RandomForestClassifier,20,3600,0,0.8527777777777777,0.49132251739501953,0.03126335144042969
RandomForestClassifier,20,5200,0,0.9301282051282052,0.6674401760101318,0.03213357925415039
RandomForestClassifier,20,9800,0,0.9241496598639456,1.2207140922546387,0.04253339767456055
RandomForestClassifier,20,8500,0,0.9172549019607843,1.0828008651733398,0.042368173599243164
RandomForestClassifier,20,2400,0,0.9222222222222223,0.3646519184112549,0.04091930389404297
