implementation,n_features,n_samples,seed,accuracy,train_time,test_time
OurFastRandomForest,50,3000,0,0.8722222222222222,18.270498752593994,0.1344006061553955
OurFastRandomForest,50,3000,1,0.8711111111111111,17.51975679397583,0.13551998138427734
OurFastRandomForest,50,3000,2,0.8744444444444445,17.476517915725708,0.13525605201721191
OurFastRandomForest,50,3000,3,0.8588888888888889,17.54518485069275,0.13168811798095703
OurFastRandomForest,50,3000,4,0.8788888888888889,17.94608449935913,0.14648795127868652
FastRandomForest,50,3000,0,0.8655555555555555,5.763397932052612,0.14116859436035156
RandomForestClassifier,50,3000,0,0.8288888888888889,0.21639204025268555,0.01817607879638672
OurFastRandomForest,50,1100,0,0.8606060606060606,7.125698566436768,0.042645931243896484
OurFastRandomForest,50,1100,1,0.8424242424242424,7.078460931777954,0.04445195198059082
OurFastRandomForest,50,1100,2,0.8333333333333334,7.191588640213013,0.042967796325683594
OurFastRandomForest,50,1100,3,0.8545454545454545,6.59611177444458,0.04274296760559082
OurFastRandomForest,50,1100,4,0.8727272727272727,6.516315937042236,0.043374061584472656
FastRandomForest,50,1100,0,0.8424242424242424,2.0922250747680664,0.045557260513305664
RandomForestClassifier,50,1100,0,0.8212121212121212,0.08542180061340332,0.019433975219726562
OurFastRandomForest,50,1600,0,0.8270833333333333,9.668208122253418,0.06568026542663574
OurFastRandomForest,50,1600,1,0.8583333333333333,9.6180739402771,0.06682801246643066
OurFastRandomForest,50,1600,2,0.8604166666666667,9.780588865280151,0.06626391410827637
OurFastRandomForest,50,1600,3,0.8625,9.600263833999634,0.07777190208435059
OurFastRandomForest,50,1600,4,0.8833333333333333,9.66917896270752,0.07790112495422363
FastRandomForest,50,1600,0,0.8041666666666667,2.9321041107177734,0.07128572463989258
RandomForestClassifier,50,1600,0,0.775,0.1169745922088623,0.01875162124633789
OurFastRandomForest,50,4600,0,0.868840579710145,21.323027849197388,0.2707176208496094
OurFastRandomForest,50,4600,1,0.8507246376811595,20.875924587249756,0.2789185047149658
OurFastRandomForest,50,4600,2,0.8782608695652174,21.374512195587158,0.27167797088623047
OurFastRandomForest,50,4600,3,0.8731884057971014,21.431556224822998,0.2856612205505371
OurFastRandomForest,50,4600,4,0.8746376811594203,21.94195055961609,0.2714536190032959
FastRandomForest,50,4600,0,0.894927536231884,6.581904172897339,0.2497403621673584
RandomForestClassifier,50,4600,0,0.8804347826086957,0.3197367191314697,0.018475055694580078
OurFastRandomForest,50,2000,0,0.8783333333333333,11.211225032806396,0.09731173515319824
OurFastRandomForest,50,2000,1,0.8533333333333334,11.276538610458374,0.09670710563659668
OurFastRandomForest,50,2000,2,0.8316666666666667,11.448513507843018,0.09669780731201172
OurFastRandomForest,50,2000,3,0.8533333333333334,11.365023612976074,0.09664058685302734
OurFastRandomForest,50,2000,4,0.8566666666666667,12.096531629562378,0.09709429740905762
FastRandomForest,50,2000,0,0.8933333333333333,3.8171634674072266,0.09043717384338379
RandomForestClassifier,50,2000,0,0.8366666666666667,0.13573718070983887,0.01815056800842285
OurFastRandomForest,50,500,0,0.8066666666666666,3.24975323677063,0.01973557472229004
OurFastRandomForest,50,500,1,0.82,3.150641918182373,0.020002126693725586
OurFastRandomForest,50,500,2,0.8066666666666666,3.1731622219085693,0.01983928680419922
OurFastRandomForest,50,500,3,0.86,3.0987985134124756,0.02014899253845215
OurFastRandomForest,50,500,4,0.8133333333333334,3.097759246826172,0.02011895179748535
FastRandomForest,50,500,0,0.8066666666666666,1.0619182586669922,0.01759958267211914
RandomForestClassifier,50,500,0,0.7533333333333333,0.044086456298828125,0.018878698348999023
OurFastRandomForest,50,4600,0,0.8891304347826087,21.7338924407959,0.281261682510376
OurFastRandomForest,50,4600,1,0.8840579710144928,21.751461505889893,0.2512025833129883
OurFastRandomForest,50,4600,2,0.8855072463768116,22.225908041000366,0.276538610458374
OurFastRandomForest,50,4600,3,0.8847826086956522,21.598780632019043,0.25150585174560547
OurFastRandomForest,50,4600,4,0.8876811594202898,24.356974601745605,0.25189948081970215
FastRandomForest,50,4600,0,0.8760869565217392,7.1358301639556885,0.2337357997894287
RandomForestClassifier,50,4600,0,0.8471014492753624,0.309340238571167,0.018576622009277344
OurFastRandomForest,50,400,0,0.6833333333333333,2.6213016510009766,0.015344619750976562
OurFastRandomForest,50,400,1,0.825,2.7633204460144043,0.015506982803344727
OurFastRandomForest,50,400,2,0.8166666666666667,2.841766357421875,0.015662670135498047
OurFastRandomForest,50,400,3,0.7916666666666666,2.757761001586914,0.015471696853637695
OurFastRandomForest,50,400,4,0.7916666666666666,2.7618227005004883,0.01563262939453125
FastRandomForest,50,400,0,0.725,0.9039521217346191,0.013717889785766602
RandomForestClassifier,50,400,0,0.7083333333333334,0.03391861915588379,0.018652915954589844
OurFastRandomForest,50,4300,0,0.8945736434108527,22.193192958831787,0.2564094066619873
OurFastRandomForest,50,4300,1,0.8775193798449612,22.295096158981323,0.24730467796325684
OurFastRandomForest,50,4300,2,0.8992248062015504,21.987969160079956,0.26390814781188965
OurFastRandomForest,50,4300,3,0.8852713178294573,21.79434061050415,0.24418425559997559
OurFastRandomForest,50,4300,4,0.8852713178294573,21.454370260238647,0.26607847213745117
FastRandomForest,50,4300,0,0.8798449612403101,6.5540611743927,0.23710393905639648
RandomForestClassifier,50,4300,0,0.8612403100775193,0.29245471954345703,0.019535064697265625
OurFastRandomForest,50,2800,0,0.8666666666666667,16.653316736221313,0.14389801025390625
OurFastRandomForest,50,2800,1,0.8785714285714286,16.43161654472351,0.14466309547424316
OurFastRandomForest,50,2800,2,0.8428571428571429,16.24047064781189,0.1473217010498047
OurFastRandomForest,50,2800,3,0.8547619047619047,16.08472466468811,0.14541983604431152
